filing_name,filing_date,district_court,exchange,ticker
Nevsun Resources Ltd.,03/13/2012,S.D. New York,American SE,NSU
"Medtronic, Inc.",03/12/2012,D. Minnesota,New York SE,MDT
"ATS Corporation : Proposed Merger with Salient Federal Solutions, Inc.",03/06/2012,E.D. Virginia,New York SE,ATSC
CNOOC Limited,02/29/2012,S.D. New York,New York SE,CEO
"China Sky One Medical, Inc.",02/24/2012,C.D. California,NASDAQ,CSKI
"SAIC, Inc.",02/22/2012,S.D. New York,NASDAQ,SAI
"Metabolix, Inc.",02/17/2012,D. Massachusetts,NASDAQ,MBLX
Kinross Gold Corporation,02/16/2012,S.D. New York,New York SE,KGC
Eastman Kodak Company,02/10/2012,S.D. New York,OTC-BB,EK
New Energy Systems Group,02/10/2012,S.D. New York,American SE,NEWN
"Carbo Ceramics, Inc.",02/09/2012,S.D. New York,New York SE,CRR
"OPTi, Inc.",02/09/2012,N.D. California,OTC-BB,OPTI
"Powerwave Technologies, Inc.",02/09/2012,C.D. California,NASDAQ,PWAV
"Micromet, Inc.",02/08/2012,D. Maryland,NASDAQ,MITI
Kosmos Energy Ltd.,02/06/2012,N.D. Texas,New York SE,KOS
Xcelera Inc.,02/06/2012,D. Connecticut,Privately Traded,Privately Traded
"BioSante Pharmaceuticals, Inc.",02/03/2012,N.D. Illinois,NASDAQ,BPAX
"GenVec, Inc.",02/03/2012,D. Maryland,NASDAQ,GNVC
"Molycorp, Inc.",02/03/2012,D. Colorado,New York SE,MCP
The Student Loan Corporation,02/03/2012,S.D. New York,New York SE,STU
"Columbia Laboratories, Inc.",02/01/2012,D. New Jersey,NASDAQ,CBRX
Hecla Mining Company,02/01/2012,D. Idaho,New York SE,HL
"K12, Inc.",01/30/2012,E.D. Virginia,New York SE,LRN
Walter Energy Inc.,01/27/2012,N.D. Alabama,NASDAQ,WLT
Cablevision Systems Corporation,01/26/2012,E.D. New York,New York SE,CVC
"Health Management Associates, Inc.",01/26/2012,M.D. Florida,New York SE,HMA
K-Sea Transportation Partners L.P.,01/26/2012,D. New Jersey,New York SE,KSP
"Collective Brands, Inc.",01/25/2012,D. Kansas,New York SE,PSS
"Trans1, Inc.",01/24/2012,E.D. North Carolina,NASDAQ,TSON
"Siemens Hearing Instruments, Inc : Acquisition of HearUSA, Inc.",01/18/2012,D. New Jersey,NASDAQ,HEARQ
Career Education Corporation,01/13/2012,N.D. Illinois,NASDAQ,CECO
CPI Corp.,01/13/2012,E.D. Missouri,New York SE,CPY
Netflix Inc.,01/13/2012,N.D. California,NASDAQ,NFLX
Chemed Corp.,01/12/2012,S.D. Ohio,New York SE,CHE
"Metlife, Inc.",01/12/2012,S.D. New York,New York SE,MET
Camelot Information Systems Inc.,01/05/2012,S.D. New York,New York SE,CIS
"SuccessFactors, Inc.",01/05/2012,N.D. California,New York SE,SFSF
Veolia Environnement S.A.,12/27/2011,S.D. New York,New York SE,VE
"China Medical Technologies, Inc.",12/19/2011,S.D. New York,NASDAQ,CMED
GLG Life Tech Corporation,12/14/2011,S.D. New York,NASDAQ,GLGL
The Bank of New York Mellon Corporation,12/14/2011,S.D. New York,New York SE,BK
Pelican Eyes Holding Company LLC,12/13/2011,C.D. California,Privately Traded,Privately Traded
Focus Media Holding Limited,12/12/2011,S.D. New York,NASDAQ,FMCN
Petroleum Development Corporation,12/07/2011,C.D. California,NASDAQ,PETD
"Intralinks Holdings, Inc.",12/05/2011,S.D. New York,New York SE,IL
"Pain Therapeutics, Inc.",12/02/2011,W.D. Texas,NASDAQ,PTIE
Primo Water Corporation,12/02/2011,M.D. North Carolina,NASDAQ,PRMW
Tekelec,12/02/2011,S.D. California,NASDAQ,TKLC2
"China Organic Agriculture, Inc.",11/29/2011,S.D. New York,OTC-BB,CNOA
"Keurig Green Mountain, Inc.",11/29/2011,D. Vermont,NASDAQ,GMCR
"Raser Technologies, Inc.",11/29/2011,D. Delaware,NASDAQ,RZTIQ
"Apple REIT Nine, Inc.",11/28/2011,S.D. New York,Privately Traded,Privately Traded
"Cooper Companies, Inc.",11/28/2011,N.D. California,New York SE,COO
DryShips Inc.,11/25/2011,E.D. Missouri,NASDAQ,DRYS
99 Cents Only Stores,11/23/2011,C.D. California,New York SE,NDN
"Lloyds Banking Group, PLC",11/23/2011,S.D. New York,New York SE,LYG
"Pacific Biosciences of California, Inc.",11/23/2011,N.D. California,NASDAQ,PACB
"Hospira, Inc.",11/21/2011,N.D. Illinois,New York SE,HSP
Keyuan Petrochemicals Inc,11/15/2011,S.D. New York,NASDAQ,KEYP
Mantria Corporation,11/15/2011,D. Colorado,Privately Traded,Privately Traded
"FriendFinder Networks, Inc..",11/14/2011,S.D. Florida,New York SE,FFN
Olympus Corporation,11/14/2011,E.D. Pennsylvania,Pink Sheets,OCPN
"Anadys Pharmaceuticals, Inc.",11/11/2011,S.D. California,NASDAQ,ANDS
Temple-Inland Inc.,11/11/2011,N.D. Texas,NASDAQ,TIN
Adolor Corporation,11/10/2011,E.D. Pennsylvania,NASDAQ,ADLR
"Human Genome Sciences, Inc.",11/10/2011,D. Maryland,NASDAQ,HGSI
Brigham Exploration Company,11/09/2011,W.D. Texas,W.D. Texas,BEXP
Agnico-Eagle Mines Ltd.,11/07/2011,S.D. New York,New York SE,AEM
"Diamond Foods, Inc.",11/07/2011,N.D. California,NASDAQ,DMND
MF Global Holdings Ltd.,11/03/2011,S.D. New York,NASDAQ,MFGLQ
"Ciber, Inc.",10/28/2011,D. Colorado,New York SE,CBR
"HCA Holdings, Inc.",10/28/2011,M.D. Tennessee,New York SE,HCA
"Omnivision Technologies, Inc.",10/26/2011,N.D. California,NASDAQ,OVTI
"China Automotive Systems, Inc.",10/25/2011,S.D. New York,NASDAQ,CAAS
"Imperial Holdings, Inc",10/25/2011,S.D. Florida,New York SE,IFT
Central European Distribution Corporation,10/24/2011,D. New Jersey,NASDAQ,CEDC
"Telefonos de Mexico, S.A.B. de C.V.",10/21/2011,S.D. New York,New York SE,TMX
Suffolk Bancorp,10/20/2011,E.D. New York,New York SE,SUBK
K-V Pharmaceutical Company,10/19/2011,E.D. Missouri,New York SE,KV
"AgFeed Industries, Inc.",10/18/2011,M.D. Tennessee,NASDAQ,FEED
CNinsure Inc.,10/17/2011,S.D. New York,NASDAQ,CISG
"OceanFreight, Inc.",10/13/2011,S.D. New York,NASDAQ,OCNF
"Aeropostale, Inc",10/11/2011,S.D. New York,New York SE,ARO
"Global Industries, Ltd.",10/11/2011,S.D. Texas,NASDAQ,GLBL
"JinkoSolar Holding Co., Ltd.",10/11/2011,S.D. New York,NASDAQ,JKS
Renaissance Learning Inc.,10/07/2011,W.D. Wisconsin,NASDAQ,RLRN
"Stereotaxis, Inc.",10/07/2011,E.D. Missouri,NASDAQ,STXS
Bank of America Corporation,09/23/2011,S.D. New York,New York SE,BAC2
Central Vermont Public Service Corp.,09/15/2011,D. Vermont,New York SE,CV
Hewlett-Packard Company,09/13/2011,C.D. California,New York SE,HPQ
Sequans Communications S.A.,09/09/2011,S.D. New York,NASDAQ,SQNS
"The Great Atlantic & Pacific Tea Company, Inc.",09/09/2011,D. New Jersey,NASDAQ,GAPTQ
Emdeon Inc.,09/06/2011,M.D. Tennessee,NASDAQ,EM
Imperial Sugar Company,09/01/2011,S.D. Texas,NASDAQ,IPSU
"Blue Coat Systems, Inc.",08/30/2011,N.D. California,NASDAQ,BCSI
Encore Energy Partners LP,08/29/2011,S.D. Texas,NASDAQ,ENP
"Omnicare, Inc.",08/24/2011,E.D. Kentucky,NASDAQ,OCR
"Penson Worldwide, Inc.",08/23/2011,N.D. Texas,NASDAQ,PNSN
SinoTech Energy Limited,08/19/2011,S.D. New York,NASDAQ,CTE
"Ener1, Inc.",08/18/2011,S.D. New York,NASDAQ,HEV
"Juniper Networks, Inc.",08/15/2011,N.D. California,NASDAQ,JNPR
"Miller Energy Resources, Inc",08/12/2011,E.D. Tennessee,New York SE,MILL
Motricity Inc.,08/12/2011,W.D. Washington,NASDAQ,MOTR
Travelzoo Inc.,08/09/2011,S.D. New York,NASDAQ,TZOO
"Constellation Energy Group, Incorporated",08/04/2011,D. Maryland,NASDAQ,CEG
Dendreon Corporation,08/04/2011,W.D. Washington,NASDAQ,DNDN
Petrohawk Energy Corporation,08/02/2011,S.D. Texas,NASDAQ,HK
Royal Caribbean Cruises Ltd.,08/02/2011,S.D. Florida,New York SE,RCL
WebMD Health Corp.,08/02/2011,S.D. New York,NASDAQ,WBMD
"The Princeton Review, Inc.",07/29/2011,D. Massachusetts,NASDAQ,REVU
"JBI, Inc.",07/28/2011,D. Nevada,Pink Sheets,JBII
"BJ's Wholesale Club, Inc.",07/27/2011,D. Massachusetts,New York SE,BJ
Fairfax Financial Holdings Limited,07/25/2011,S.D. New York,New York SE,FFH
"Zoo Entertainment, Inc.",07/22/2011,S.D. Ohio,NASDAQ,ZOOG
"Allos Therapeutics, Inc.",07/21/2011,D. Colorado,NASDAQ,ALTH
China Security & Surveillance Technology Inc.,07/21/2011,D. Delaware,NASDAQ,CSR
"EBIX, Inc.",07/21/2011,N.D. Georgia,NASDAQ,EBIX
Mindray Medical International Limited,07/21/2011,S.D. New York,New York SE,MR
Lockheed Martin Corporation,07/20/2011,S.D. New York,New York SE,LMT
News Corporation,07/19/2011,S.D. New York,NASDAQ,NWS
Satcon Technology Corporation,07/19/2011,D. Massachusetts,NASDAQ,SATC
"Magnum D'Or Resources, Inc.",07/18/2011,S.D. Florida,Pink Sheets,MDOR
"Progress Energy, Inc.",07/18/2011,E.D. North Carolina,New York SE,PGN
China Medicine Corporation,07/15/2011,C.D. California,Pink Sheets,CHME
"Jiangbo Pharmaceuticals, Inc.",07/15/2011,S.D. Florida,NASDAQ,JGBO
"NESS TECHNOLOGIES, INC.",07/07/2011,D. New Jersey,NASDAQ,NSTC
"Avon Products, Inc.",07/06/2011,S.D. New York,New York SE,AVP
"BioMimetic THERAPEUTICS, INC.",07/06/2011,M.D. Tennessee,NASDAQ,BMTI
"A-Power Energy Generation Systems, Ltd.",07/05/2011,C.D. California,NASDAQ,APWR
Duncan Energy Partners L.P.,07/05/2011,S.D. Texas,New York SE,DEP
Smith Micro Software Inc.,06/29/2011,C.D. California,NASDAQ,SMSI
"California Pizza Kitchen, Inc.",06/24/2011,C.D. California,NASDAQ,CPKI
"YUHE INTERNATIONAL, INC.",06/24/2011,C.D. California,NASDAQ,YUII
China Fire & Security Group,06/22/2011,S.D. Florida,NASDAQ,CFSG
Carlyle Capital Corp.,06/21/2011,D. District Columbia,Euronext,CARYF
Deutsche Bank AG,06/21/2011,S.D. New York,New York SE,DB
"Apple REIT Ten, Inc.",06/17/2011,E.D. New York,Privately Traded,Privately Traded
"Green Bankshares, Inc.",06/16/2011,E.D. Tennessee,NASDAQ,GRNB
"Lawson Software, Inc.",06/07/2011,D. Minnesota,NASDAQ,LWSN
Yahoo! Inc.,06/06/2011,N.D. California,NASDAQ,YHOO
Computer Sciences Corporation,06/03/2011,E.D. Virginia,New York SE,CSC
The Timberland Company,06/03/2011,D. New Hampshire,New York SE,TBL
"Orthovita, Inc.",06/01/2011,E.D. Pennsylvania,NASDAQ,VITA
"Wonder Auto Technology, Inc.",05/31/2011,S.D. New York,NASDAQ,WATG
"Boutique Hotel Development Company, LLC dba Hilton Promenade at Branson Landing",05/26/2011,W.D. Missouri,Privately Traded,Privately Traded
Research In Motion Limited,05/26/2011,S.D. New York,NASDAQ,RIMM
"Yongye International, Inc.",05/26/2011,S.D. New York,NASDAQ,YONG
WMS Industries Inc.,05/25/2011,N.D. Illinois,New York SE,WMS
Logitech International SA,05/23/2011,N.D. California,NASDAQ,LOGI
Longtop Financial Technologies Limited,05/23/2011,S.D. New York,New York SE,LFT
"Oclaro, Inc.",05/19/2011,N.D. California,NASDAQ,OCLR
National Title Company,05/16/2011,C.D. California,Privately Traded,Privately Traded
"GMX Resources, Inc.",05/12/2011,W.D. Oklahoma,New York SE,GMXR
"Impac Mortgage Holdings, Inc.",05/10/2011,C.D. California,American SE,IMH
"Community Health Systems, Inc.",05/09/2011,M.D. Tennessee,New York SE,CYH
"Spectrum Control, Inc.",05/09/2011,W.D. Pennsylvania,NASDAQ,SPEC
"Fushi Copperweld, Inc.",05/06/2011,M.D. Tennessee,NASDAQ,FSIN
"Sino Clean Energy, Inc.",05/06/2011,C.D. California,NASDAQ,SCEI
Orchid Cellmark Inc.,05/02/2011,D. New Jersey,NASDAQ,ORCH
"Deer Consumer Products, Inc.",04/29/2011,C.D. California,NASDAQ,DEER
Epicor Software Corporation,04/29/2011,C.D. California,NASDAQ,EPIC
"Gulf Resources, Inc.",04/29/2011,C.D. California,NASDAQ,GFRE
HQ Sustainable Maritime Industries Inc.,04/28/2011,W.D. Washington,American SE,HQS
Acxiom Corporation,04/26/2011,E.D. Arkansas,NASDAQ,ACXM
"SRA International, Inc.",04/25/2011,E.D. Virginia,New York SE,SRX
"ZST Digital Networks, Inc.",04/25/2011,C.D. California,NASDAQ,ZSTN
"Skypeople Fruit Juice, Inc.",04/20/2011,S.D. New York,NASDAQ,SPU
1st Centennial Bancorp,04/19/2011,C.D. California,OTC-BB,FCEN
"Artificial Life, Inc.",04/15/2011,C.D. California,OTC-BB,ALIFE
"Subaye, Inc.",04/15/2011,S.D. New York,NASDAQ,SBAY
"Universal Travel Group, Inc.",04/15/2011,D. New Jersey,New York SE,UTA
"Puda Coal, Inc.",04/14/2011,S.D. New York,NASDAQ,PUDA
Celera Corporation : Tender Offer by Quest Diagnostics Inc.,04/11/2011,N.D. California,NASDAQ,CRA
American Superconductor Corporation,04/06/2011,D. Massachusetts,NASDAQ,AMSC
"Office Depot, Inc.",04/06/2011,S.D. Florida,New York SE,ODP
"Advanced Battery Technologies, Inc.",04/01/2011,S.D. New York,NASDAQ,ABAT
"China Century Dragon Media., Inc.",04/01/2011,C.D. California,New York SE,CDM
"China Electric Motor, Inc.",04/01/2011,C.D. California,NASDAQ,CELM
"China Intelligent Lighting and Electronics, Inc.",04/01/2011,C.D. California,Amex Emerging Co.,CIL
"Cisco Systems, Inc.",03/31/2011,N.D. California,NASDAQ,CSCO
"Urban Outfitters, Inc.",03/31/2011,E.D. Pennsylvania,NASDAQ,URBN
"NIVS Intellimedia Technology Group, Inc.",03/29/2011,S.D. New York,New York SE,NIV
"Wilshire Bancorp, Inc.",03/29/2011,C.D. California,NASDAQ,WIBC
Tollgrade Communications Inc.,03/28/2011,W.D. Pennsylvania,NASDAQ,TLGD
"China Integrated Energy, Inc.",03/25/2011,C.D. California,NASDAQ,CBEH
"Rosetta Stone, Inc.",03/24/2011,E.D. Virginia,New York SE,RST
Gerova Financial Group : Stillwater Funds,03/22/2011,S.D. New York,New York SE,GFC
"Kid Brands, Inc.",03/22/2011,D. New Jersey,New York SE,KID
"ShengdaTech, Inc.",03/18/2011,S.D. New York,NASDAQ,SDTH
Vestas Wind Systems A/S,03/18/2011,D. Oregon,OTC-BB,VWSYF
"Medifast, Inc.",03/17/2011,D. Maryland,New York SE,MED
Finisar Corporation,03/15/2011,N.D. California,NASDAQ,FNSR
Radient Pharmaceuticals Corporation,03/11/2011,C.D. California,American SE,RPC
"United Western Bancorp, Inc.",03/11/2011,D. Colorado,NASDAQ,UWBK
Pride International Inc.,03/08/2011,S.D. Texas,New York SE,PDE
"Equinix, Inc.",03/04/2011,N.D. California,NASDAQ,EQIX
"Weatherford International, Ltd.",03/04/2011,S.D. New York,New York SE,WFT
FXCM Incorporated,03/03/2011,S.D. New York,New York SE,FXCM
"Beckman Coulter, Inc.",02/25/2011,C.D. California,New York SE,BEC
Oilsands Quest Inc.,02/24/2011,S.D. New York,American SE,BQI
"Elan Corporation, PLC",02/23/2011,S.D. New York,New York SE,ELN
"Itron, Inc.",02/23/2011,E.D. Washington,NASDAQ,ITRI
"Best Buy Co., Inc.",02/18/2011,D. Minnesota,New York SE,BBY
Smurfit-Stone Container Corporation,02/17/2011,N.D. Illinois,New York SE,SSCC
"Verizon Communications Inc. : Tender Offer with Terremark Worldwide, Inc.",02/17/2011,S.D. Florida,NASDAQ,TMRK
"Broadwind Energy, Inc.",02/11/2011,N.D. Illinois,NASDAQ,BWEN
"China Agritech, Inc.",02/11/2011,C.D. California,NASDAQ,CAGC
"Atheros Communications, Inc.",02/10/2011,N.D. California,NASDAQ,ATHR
Aegean Marine Petroleum Network Inc.,02/09/2011,S.D. New York,New York SE,ANW
"All American Group, Inc.",02/09/2011,N.D. Indiana,Pink Sheets,COHM.PK
Whitney Holding Corporation,02/07/2011,E.D. Louisiana,NASDAQ,WTNY
YRC Worldwide Inc.,02/07/2011,D. Kansas,NASDAQ,YRCW
"China MediaExpress Holdings, Inc.",02/04/2011,S.D. New York,NASDAQ,CCME
"China Valves Technology, Inc.",02/04/2011,S.D. New York,NASDAQ,CVVT
"Life Partners Holdings, Inc.",02/03/2011,W.D. Texas,NASDAQ,LPHI
"The Talbots, Inc.",02/03/2011,D. Massachusetts,New York SE,TLB
Bank of America Corporation,02/02/2011,S.D. New York,New York SE,BAC
Mannkind Corporation,01/31/2011,C.D. California,NASDAQ,MNKD
"Coinstar, Inc.",01/24/2011,W.D. Washington,NASDAQ,CSTR
"Airtran Holdings, Inc.",01/18/2011,D. Nevada,New York SE,AAI
Lasercard Corporation,01/18/2011,N.D. California,NASDAQ,LCRD
Tekelec,01/06/2011,E.D. North Carolina,NASDAQ,TKLC
VCG Holding Corporation,01/06/2011,D. Colorado,NASDAQ,VCGH
Frontpoint Partners LLC,01/04/2011,D. Connecticut,NASDAQ,HGSI
"Tongxin International, Ltd.",01/03/2011,C.D. California,NASDAQ,TXIC
"Novell, Inc.",12/29/2010,D. Massachusetts,NASDAQ,NOVL
Geron Corporation,12/21/2010,N.D. California,NASDAQ,GERN
"Alternate Energy Holdings, Inc.",12/20/2010,D. Idaho,Pink Sheets,AEHI
Del Monte Foods Company,12/20/2010,N.D. California,New York SE,DLM
"J. Crew Group, Inc.",12/14/2010,S.D. New York,New York SE,JCG
"Maxam Capital GP, LLC",12/10/2010,S.D. New York,Privately Traded,Privately Traded
Mediacom Communications Corp.,12/10/2010,S.D. New York,NASDAQ,MCCC
World Wide Child Care Corporation,12/09/2010,S.D. New York,Pink Sheets,WWCC
"Bucyrus International, Inc.",12/08/2010,E.D. Wisconsin,NASDAQ,BUCY
J.P. Morgan Chase & Co. : iShares Silver Trust and ETF Securities Ltd. Silver Trust,12/07/2010,S.D. New York,ETF,SLV
"Genoptix, Inc.",12/06/2010,S.D. California,NASDAQ,GXDX
Mecox Lane Limited,12/03/2010,S.D. New York,NASDAQ,MCOX
"National Lampoon, Inc.",12/03/2010,C.D. California,Pink Sheets,NLMP
"SMART Technologies, Inc.",12/03/2010,S.D. New York,NASDAQ,SMT
"China Education Alliance, Inc.",12/02/2010,C.D. California,New York SE,CEU
Principal Financial Group : Principal Funds,12/01/2010,D. Massachusetts,Privately Traded,Privately Traded
Actividentity Corporation,11/23/2010,N.D. California,NASDAQ,ACTI
"Lender Processing Services, Inc.",11/23/2010,M.D. Florida,New York SE,LPS
Capital Gold Corporation,11/22/2010,S.D. New York,American SE,CGC
"MELA Sciences, Inc.",11/19/2010,S.D. New York,NASDAQ,MELA
"Green Bankshares, Inc.",11/18/2010,E.D. Tennessee,NASDAQ,GRNB
Wilmington Trust Corporation,11/18/2010,D. Delaware,New York SE,WL
RINO International Corporation,11/12/2010,C.D. California,NASDAQ,RINO
Alberto-Culver Company,11/08/2010,N.D. Illinois,New York SE,ACV
Capella Education Company,11/04/2010,D. Minnesota,NASDAQ,CPLA
"ITT Education Services, Inc.",11/03/2010,S.D. New York,New York SE,ESI
The St. Joe Company,11/03/2010,N.D. Florida,NASDAQ,JOE
"Gentiva Health Services, Inc.",11/02/2010,E.D. New York,NASDAQ,GTIV
"Vivus, Inc.",11/02/2010,N.D. California,NASDAQ,VVUS
"DeVry, Inc.",11/01/2010,N.D. Illinois,New York SE,DV
"Rae Systems, Inc.",11/01/2010,N.D. California,American SE,RAE
Exobox Technologies Corporation,10/29/2010,S.D. Texas,Pink Sheets,EXBX
The Washington Post Company,10/28/2010,D. District Columbia,New York SE,WPO
"Meta Financial Group, Inc.",10/22/2010,N.D. Iowa,NASDAQ,CASH
"NightHawk Radiology Holdings, Inc. : Merger with Virtual Radiologic Corporation",10/22/2010,D. Arizona,NASDAQ,NHWK
"PrivateBancorp, Inc.",10/22/2010,N.D. Illinois,NASDAQ,PVTB
Regions Financial Corporation,10/20/2010,N.D. Alabama,New York SE,RF
Genzyme Corporation : Acquisition by Sanofi-Aventis SA,10/18/2010,D. Massachusetts,New York SE,GENZ
"China Green Agriculture, Inc.",10/15/2010,D. Nevada,New York SE,CGA
"SolarWinds, Inc.",10/15/2010,N.D. Texas,New York SE,SWI
"Strayer Education, Inc.",10/15/2010,M.D. Florida,NASDAQ,STRA
"DynaVox, Inc.",10/14/2010,W.D. Pennsylvania,NASDAQ,DVOX
Inergy Holdings L.P.,10/13/2010,W.D. Missouri,New York SE,NRGP
Potash Corporation of Saskatchewan Inc.,10/06/2010,N.D. Illinois,New York SE,POT
"Georgetown Capital Group, Inc.",10/04/2010,W.D. New York,Privately Traded,Privately Traded
"Trubion Pharmaceuticals, Inc.",10/04/2010,W.D. Washington,NASDAQ,TRBN
"AspenBio Pharma, Inc.",10/01/2010,D. Colorado,NASDAQ,APPY
"FalconStor Software, Inc.",10/01/2010,E.D. New York,NASDAQ,FALC
BlueLinx Holdings Inc.,09/30/2010,N.D. Georgia,New York SE,BXC
"Goldman, Sachs & Co. : [CDO Offerings]: Hudson Mezzanine Funding 2006-1, Ltd., Hudson Mezzanine Funding 2006-1, Corp., Hudson Mezzanine Funding 2006-2, Ltd., Hudson Mezzanine Funding 2006-2, Corp.",09/30/2010,S.D. New York,Privately Traded,Privately Traded
Green Mountain Coffee Roasters Inc.,09/30/2010,D. Vermont,NASDAQ,GMCR
Transocean Ltd. : Proposed Merger with GlobalSantaFe,09/30/2010,S.D. New York,New York SE,RIG
"Ernst & Young, Ltd. (Bermuda) and Ernst & Young, Ltd. (Bahamas) : Stewardship Investment Advisors LLC : Stewardship Credit Arbitrage Fund, L.L.C.",09/24/2010,D. Connecticut,Privately Traded,Privately Traded
Phoenix Technologies Ltd. : Merger with Marlin Equity Partners,09/22/2010,N.D. California,NASDAQ,PTEC
Baxter International Inc.,09/21/2010,N.D. Illinois,New York SE,BAX
Johnson & Johnson,09/21/2010,D. New Jersey,New York SE,JNJ
"Arena Pharmaceuticals, Inc.",09/20/2010,S.D. California,NASDAQ,ARNA
"Duoyuan Global Water, Inc.",09/20/2010,S.D. New York,New York SE,DGW
"Duoyuan Printing, Inc.",09/20/2010,S.D. New York,New York SE,DYP
"China-Biotics, Inc.",09/17/2010,S.D. New York,NASDAQ,CHBT
PCS Edventures!.com,09/17/2010,D. Idaho,OTC-BB,PCSV
Cogent Inc.,09/16/2010,C.D. California,NASDAQ,COGT
"Dynegy, Inc.",09/16/2010,S.D. Texas,New York SE,NCJH
SearchMedia Holdings Limited (Formerly Known As Ideation Acquisition Corp.),09/13/2010,S.D. Florida,New York SE,IDI
"Acura Pharmaceuticals, Inc.",09/10/2010,N.D. Illinois,NASDAQ,ACUR
ExpressJet Holdings Inc.,09/10/2010,S.D. Texas,New York SE,XJT
"ICx Technologies, Inc.",09/09/2010,E.D. Virginia,NASDAQ,ICXT
"Beckman Coulter, Inc.",09/03/2010,C.D. California,New York SE,BEC
"Lance, Inc.",09/03/2010,W.D. North Carolina,NASDAQ,LNCE
"TeleNav, Inc.",09/03/2010,N.D. California,NASDAQ,TNAV
"DG FastChannel, Inc.",09/02/2010,S.D. New York,NASDAQ,DGIT
"Smithtown Bancorp, Inc. : Merger with People's United Financial, Inc.",09/01/2010,E.D. New York,NASDAQ,SMTB
"Corinthian Colleges, Inc.",08/31/2010,C.D. California,NASDAQ,COCO
China Natural Gas Inc.,08/26/2010,D. Delaware,Pink Sheets,CHNG
Penwest Pharmaceuticals Co.,08/26/2010,S.D. New York,NASDAQ,PPCO
"American Apparel, Inc.",08/25/2010,C.D. California,American SE,APP
"Superior Well Services, Inc.",08/25/2010,W.D. Pennsylvania,NASDAQ,SWSI
Northern Trust Corporation,08/24/2010,N.D. Illinois,NASDAQ,NTRS
CVB Financial Corporation,08/23/2010,C.D. California,NASDAQ,CVBF
Hewlett-Packard Company,08/18/2010,N.D. California,New York SE,HPQ
"Progressive Energy Partners, LLC",08/17/2010,C.D. California,Privately Traded,Privately Traded
"Apollo Group, Inc.",08/13/2010,D. Arizona,NASDAQ,APOL
